FID,NAAMPLAATSINGSADRES,CLUSTERCODE,CLUSTEROMSCHRIJVING,CONTAINERCODE,FRACTIE,LATITUDE,LONGITUDE,GEOM
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e23,Loc2031,2031,Siersteenlaan/Veldspaatstraat,999,huisvuil - Loc2031,53.2246,6.5229,POINT (230846.401 582601.605)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e22,Loc2032,2032,Lijzijde,264,huisvuil - Loc2032,53.2377,6.6254,POINT (237669.204 584167.737)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e21,Loc2033,2033,Sloepflat Lewenborg,739,huisvuil - Loc2033,53.2371,6.6271,POINT (237783.867 584101.809)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e20,Loc2034,2034,Westerhaven,325,huisvuil - Loc2034,53.2153,6.5565,POINT (233111.095 581602.655)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e1f,Loc2034,2034,Westerhaven,636,huisvuil - Loc2034,53.2153,6.5565,POINT (233111.095 581602.655)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e1e,loc2035,2035,Roer 143 - 239,893,huisvuil - loc2035,53.2393,6.6258,POINT (237695.438 584350.741)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e1d,loc2035,2035,Roer 143 - 239,894,huisvuil - loc2035,53.2393,6.6258,POINT (237695.438 584350.741)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e1c,loc2036,2036,Vechtstraat Slinger,918,huisvuil - loc2036,53.2074,6.5705,POINT (234060.82 580731.024)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e1b,loc2036,2036,Vechtstraat Slinger,919,huisvuil - loc2036,53.2074,6.5705,POINT (234060.82 580731.024)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e1a,loc2037,2037,Antillenstraat 1/1-204,920,huisvuil - loc2037,53.2324,6.5816,POINT (234752.825 583529.651)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e19,loc2037,2037,Antillenstraat 1/1-204,921,huisvuil - loc2037,53.2324,6.5816,POINT (234752.825 583529.651)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e18,Loc2038,2038,Hippocrateslaan (West),938,huisvuil - Loc2038,53.1971,6.554,POINT (232974.252 579574.616)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e17,Loc2039,2039,Galenuslaan (West),939,huisvuil - Loc2039,53.1962,6.5533,POINT (232931.173 579469.289)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e16,Loc2040,2040,Wibenaheerd Noord,482,huisvuil - Loc2040,53.2469,6.6019,POINT (236084.299 585169.275)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e15,Loc2040,2040,Wibenaheerd Noord,483,huisvuil - Loc2040,53.2469,6.6019,POINT (236084.299 585169.275)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e14,Loc2041,2041,Wibenaheerd hoek Froukemaheerd,484,huisvuil - Loc2041,53.2458,6.6012,POINT (236036.359 585042.684)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e13,Loc2042,2042,Wibenaheerd Oost,485,huisvuil - Loc2042,53.2463,6.604,POINT (236225.634 585102.647)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e12,Loc2043,2043,Wibenaheerd West,486,huisvuil - Loc2043,53.2456,6.6025,POINT (236124.825 585023.027)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e11,Loc2044,2044,Atensheerd West,498,huisvuil - Loc2044,53.2466,6.5863,POINT (235041.579 585119.523)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e10,Loc2045,2045,Atensheerd oost,499,huisvuil - Loc2045,53.2466,6.5871,POINT (235094.347 585118.176)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e0f,Loc2046,2046,Toppingaheerd,500,huisvuil - Loc2046,53.246,6.5891,POINT (235231.72 585048.113)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e0e,Loc2047,2047,Barmaheerd West,733,huisvuil - Loc2047,53.2466,6.5931,POINT (235497.596 585119.344)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e0d,loc2048,2048,Barmaheerd Oost,734,huisvuil - loc2048,53.2468,6.5947,POINT (235603.258 585148.942)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e0c,loc2049,2049,Godekenheerd West,735,huisvuil - loc2049,53.2456,6.5949,POINT (235614.936 585009.998)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e0b,loc2050,2050,Godekenheerd Oost,736,huisvuil - loc2050,53.2458,6.5962,POINT (235705.323 585034.89)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e0a,loc2051,2051,Jensemaheerd,737,huisvuil - loc2051,53.2529,6.6014,POINT (236034.397 585831.856)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e09,loc2052,2052,Amkemaheerd/Boelemaheerd,738,huisvuil - loc2052,53.2498,6.6024,POINT (236109.572 585491.394)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e08,loc2053,2053,Ypemaheerd,889,huisvuil - loc2053,53.2501,6.6012,POINT (236026.897 585524.507)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e07,loc2054,2054,Claremaheerd,890,huisvuil - loc2054,53.2486,6.6007,POINT (236001.05 585354.877)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e06,Loc2055,2055,Amkemaflat,891,huisvuil - Loc2055,53.2485,6.6021,POINT (236094.661 585346.437)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e05,Loc2055,2055,Amkemaflat,892,huisvuil - Loc2055,53.2485,6.6021,POINT (236094.661 585346.437)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e04,loc2056,2056,Munsterheerd (Munsterhoes),1046,huisvuil - loc2056,53.2475,6.6004,POINT (235978.474 585228.713)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e03,Loc2057,2057,Meerpaal 69 t/m 137,1074,huisvuil - Loc2057,53.2349,6.626,POINT (237713.269 583857.932)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e02,loc2058,2058,Meerpaal 9 t/m 58,1075,huisvuil - loc2058,53.2353,6.6269,POINT (237773.278 583902.376)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e01,Loc2059,2059,Lichtboei,1076,huisvuil - Loc2059,53.2344,6.6132,POINT (236856.929 583788.736)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1e00,loc2060,2060,Fossemaheerd,1161,huisvuil - loc2060,53.2434,6.5902,POINT (235307.847 584767.765)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dff,loc2061,2061,Grevingaheerd 11 - 91,1171,huisvuil - loc2061,53.2472,6.5913,POINT (235374.275 585187.408)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dfe,loc2062,2062,Mudaheerd,1172,huisvuil - loc2062,53.2503,6.5865,POINT (235050.812 585527.078)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dfd,loc2063,2063,Fultsemaheerd,1187,huisvuil - loc2063,53.2515,6.6038,POINT (236197.831 585681.002)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dfc,loc2064,2064,Bentismaheerd,1201,huisvuil - loc2064,53.2486,6.5986,POINT (235855.603 585349.089)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dfb,Loc2065,2065,Granpre Moliereweg,881,huisvuil - Loc2065,53.2448,6.578,POINT (234492.333 584903.372)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dfa,Loc2066,2066,Kluisgat,1402,huisvuil - Loc2066,53.2351,6.6197,POINT (237292.361 583867.407)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1df9,Loc2101,2101,Grote Beerstraat/Zonnelaan,1135,huisvuil - Loc2101,53.2255,6.5452,POINT (232338.128 582719.962)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1df8,Loc2101,2101,Grote Beerstraat/Zonnelaan,1136,huisvuil - Loc2101,53.2255,6.5452,POINT (232338.128 582719.962)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1df7,Loc2101,2101,Grote Beerstraat/Zonnelaan,1137,huisvuil - Loc2101,53.2255,6.5452,POINT (232338.128 582719.962)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1df6,Loc2101,2101,Grote Beerstraat/Zonnelaan,1334,huisvuil - Loc2101,53.2255,6.5452,POINT (232338.128 582719.962)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1df5,Loc2119,2119,Tarralaan 5-1 t/m 5-24,1082184,huisvuil - Loc2119,53.2186,6.5173,POINT (230484.323 581922.496)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1df4,Loc2119,2119,Tarralaan 5-1 t/m 5-24,1082814,huisvuil - Loc2119,53.2186,6.5173,POINT (230484.323 581922.496)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1df3,loc2120,2120,Veldspaatstraat 126 t/m 366 (even),1160,huisvuil - loc2120,53.2237,6.5231,POINT (230860.74 582497.201)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1df2,loc2121,2121,Platinalaan 267 t/m 419,1163,huisvuil - loc2121,53.2249,6.5311,POINT (231395.612 582635.894)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1df1,loc2122,2122,Goudlaan 1 t/m 251,1164,huisvuil - loc2122,53.2255,6.5323,POINT (231473.264 582709.479)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1df0,loc1501,1501,Langezijde West,1013,huisvuil - loc1501,53.2263,6.5807,POINT (234706.639 582851.002)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1def,Loc1503,1503,Merelstraat,1031,huisvuil - Loc1503,53.2286,6.5788,POINT (234577.47 583108.218)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dee,loc1504,1504,Asterstraat,1216,huisvuil - loc1504,53.2287,6.5883,POINT (235208.424 583123.149)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1ded,loc1505,1505,Kraanvogelstraat t.o.v. 33,1220,huisvuil - loc1505,53.2301,6.5867,POINT (235097.003 583276.015)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dec,loc1510,1510,Regattaweg,987,huisvuil - loc1510,53.2252,6.5989,POINT (235921.519 582742.161)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1deb,loc1510,1510,Regattaweg,988,huisvuil - loc1510,53.2252,6.5989,POINT (235921.519 582742.161)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dea,loc1510,1510,Regattaweg,989,huisvuil - loc1510,53.2252,6.5989,POINT (235921.519 582742.161)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1de9,Loc1520,1520,Kraanvogelstraat West,1052,huisvuil - Loc1520,53.2301,6.5864,POINT (235082.239 583280.221)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1de8,loc1521,1521,Paradijsvogelstraat,1199,huisvuil - loc1521,53.2312,6.585,POINT (234985.365 583402.165)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1de7,Loc1536,1536,Steenhouwerskade,319,huisvuil - Loc1536,53.2143,6.5585,POINT (233245.271 581486.846)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1de6,Loc1536,1536,Steenhouwerskade,320,huisvuil - Loc1536,53.2143,6.5585,POINT (233245.271 581486.846)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1de5,loc1537,1537,Pottebakkersrijge/hoek Westrhavenstraat,321,huisvuil - loc1537,53.2151,6.5589,POINT (233270.56 581575.192)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1de4,Loc1538,1538,Westerhavenstraat/hoek Astraat,323,huisvuil - Loc1538,53.2165,6.5584,POINT (233231.973 581729.285)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1de3,Loc1538,1538,Westerhavenstraat/hoek Astraat,324,huisvuil - Loc1538,53.2165,6.5584,POINT (233231.973 581729.285)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1de2,loc1539,1539,Westerhaven/hoek Steenhouwerskade,322,huisvuil - loc1539,53.2144,6.5562,POINT (233094.145 581494.41)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1de1,loc1539,1539,Westerhaven/hoek Steenhouwerskade,1126,huisvuil - loc1539,53.2144,6.5562,POINT (233094.145 581494.41)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1de0,loc1539,1539,Westerhaven/hoek Steenhouwerskade,1127,huisvuil - loc1539,53.2144,6.5562,POINT (233094.145 581494.41)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1ddf,Loc1540,1540,Hoendiepskade,529,huisvuil - Loc1540,53.2151,6.554,POINT (232940.493 581575.401)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dde,Loc1541,1541,Lage der A,732,huisvuil - Loc1541,53.2177,6.559,POINT (233270.526 581864.596)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1ddd,Loc1542,1542,Verlengde Visserstraat,517,huisvuil - Loc1542,53.2184,6.5571,POINT (233142.318 581942.656)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1ddc,Loc1542,1542,Verlengde Visserstraat,518,huisvuil - Loc1542,53.2184,6.5571,POINT (233142.318 581942.656)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1ddb,Loc1543,1543,Dr C Hofstede de Grootkade,519,huisvuil - Loc1543,53.2188,6.5554,POINT (233025.956 581990.857)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dda,Loc1544,1544,Melkweg Noord,526,huisvuil - Loc1544,53.2179,6.5547,POINT (232982.902 581885.528)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dd9,Loc1545,1545,Melkweg Midden,527,huisvuil - Loc1545,53.2173,6.5547,POINT (232983.371 581815.411)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dd8,Loc1546,1546,Melkweg Zuid,530,huisvuil - Loc1546,53.2171,6.5566,POINT (233109.25 581798.53)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dd7,Loc1546,1546,Melkweg Zuid,546,huisvuil - Loc1546,53.2171,6.5566,POINT (233109.25 581798.53)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dd6,Loc1547,1547,Blekerstraat,531,huisvuil - Loc1547,53.2162,6.5556,POINT (233048.794 581695.144)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dd5,Loc1547,1547,Blekerstraat,532,huisvuil - Loc1547,53.2162,6.5556,POINT (233048.794 581695.144)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dd4,Loc1548,1548,Aweg,533,huisvuil - Loc1548,53.2154,6.5536,POINT (232917.332 581602.854)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dd3,loc1549,1549,Jozef Israëlsplein,534,huisvuil - loc1549,53.2163,6.5531,POINT (232878.99 581701.299)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dd2,loc1549,1549,Jozef Israëlsplein,535,huisvuil - loc1549,53.2163,6.5531,POINT (232878.99 581701.299)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dd1,Loc1550,1550,Taco Mesdagstraat,536,huisvuil - Loc1550,53.2171,6.5523,POINT (232828.013 581796.2)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dd0,Loc1551,1551,Otto Eerelmanstraat,537,huisvuil - Loc1551,53.2182,6.5532,POINT (232880.819 581918.381)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dcf,loc1552,1552,Hofstede de Grootkade West,520,huisvuil - loc1552,53.2192,6.551,POINT (232735.4 582028.453)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dce,Loc1553,1553,Taco Mesdagplein,538,huisvuil - Loc1553,53.2182,6.5512,POINT (232753.211 581918.544)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dcd,Loc1554,1554,Herman Colleniusstraat Noord,539,huisvuil - Loc1554,53.2182,6.5492,POINT (232619.663 581914.163)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dcc,Loc1554,1554,Herman Colleniusstraat Noord,1342,huisvuil - Loc1554,53.2182,6.5492,POINT (232619.663 581914.163)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dcb,Loc1555,1555,Herman Colleniusstraat Midden,540,huisvuil - Loc1555,53.2172,6.5502,POINT (232682.205 581806.088)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dca,Loc1556,1556,H.W. Mesdagplein,521,huisvuil - Loc1556,53.2162,6.5505,POINT (232707.363 581696.298)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dc9,Loc1556,1556,H.W. Mesdagplein,913,huisvuil - Loc1556,53.2162,6.5505,POINT (232707.363 581696.298)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dc8,Loc1557,1557,Herman Colleniusstraat Zuid,541,huisvuil - Loc1557,53.2154,6.5517,POINT (232786.357 581604.075)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dc7,Loc1558,1558,Friesestraatweg Zuid,542,huisvuil - Loc1558,53.2153,6.5494,POINT (232635.595 581589.397)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dc6,Loc1559,1559,Friesestraatweg Midden,543,huisvuil - Loc1559,53.216,6.5481,POINT (232549.4 581672.602)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dc5,loc1560,1560,Wassenberghstraat,544,huisvuil - loc1560,53.2174,6.5484,POINT (232564.254 581828.674)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dc4,loc1560,1560,Wassenberghstraat,545,huisvuil - loc1560,53.2174,6.5484,POINT (232564.254 581828.674)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dc3,Loc1561,1561,Rubensstraat,522,huisvuil - Loc1561,53.2176,6.5455,POINT (232372.325 581840.055)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dc2,Loc1561,1561,Rubensstraat,523,huisvuil - Loc1561,53.2176,6.5455,POINT (232372.325 581840.055)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dc1,Loc1562,1562,Van Goghstraat Zuid,524,huisvuil - Loc1562,53.2186,6.545,POINT (232337.031 581957.476)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dc0,Loc1563,1563,Van Goghstraat Midden,525,huisvuil - Loc1563,53.2192,6.5435,POINT (232231.889 582014.781)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dbf,loc1564,1564,Van Goghstraat Noord,528,huisvuil - loc1564,53.2199,6.5428,POINT (232186.504 582095.309)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dbe,Loc1565,1565,Rembrandt van Rijnstraat Noord,502,huisvuil - Loc1565,53.2189,6.5427,POINT (232178.993 581980.54)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dbd,Loc1565,1565,Rembrandt van Rijnstraat Noord,503,huisvuil - Loc1565,53.2189,6.5427,POINT (232178.993 581980.54)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dbc,Loc1566,1566,Adriaan van Ostadestraat Noord,510,huisvuil - Loc1566,53.218,6.5408,POINT (232054.977 581881.714)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dbb,Loc1567,1567,Adriaan van Ostadestraat Zuid,511,huisvuil - Loc1567,53.2169,6.5417,POINT (232116.403 581759.145)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dba,Loc1568,1568,Gerard Doustraat,504,huisvuil - Loc1568,53.2173,6.5426,POINT (232179.864 581801.346)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1db9,Loc1568,1568,Gerard Doustraat,505,huisvuil - Loc1568,53.2173,6.5426,POINT (232179.864 581801.346)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1db8,Loc1569,1569,Rembrandt van Rijnstraat Midden,512,huisvuil - Loc1569,53.2168,6.5444,POINT (232295.625 581748.663)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1db7,Loc1570,1570,Rembrandt van Rijnstraat Zuid,513,huisvuil - Loc1570,53.2159,6.5452,POINT (232349.914 581654.922)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1db6,Loc1571,1571,Jacob van Ruysdaelstraat,514,huisvuil - Loc1571,53.2157,6.544,POINT (232275.461 581631.464)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1db5,Loc1571,1571,Jacob van Ruysdaelstraat,515,huisvuil - Loc1571,53.2157,6.544,POINT (232275.461 581631.464)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1db4,Loc1572,1572,Paulus Potterstraat West,506,huisvuil - Loc1572,53.2144,6.5434,POINT (232237.146 581479.469)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1db3,Loc1572,1572,Paulus Potterstraat West,507,huisvuil - Loc1572,53.2144,6.5434,POINT (232237.146 581479.469)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1db2,Loc1573,1573,Paulus Potterstraat Oost,516,huisvuil - Loc1573,53.2148,6.5452,POINT (232351.972 581526.95)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1db1,Loc1574,1574,Hoendiep West,508,huisvuil - Loc1574,53.2139,6.545,POINT (232343.546 581427.749)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1db0,Loc1575,1575,Hoendiep Oost,509,huisvuil - Loc1575,53.2146,6.548,POINT (232543.318 581511.106)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1daf,loc1600,1600,Helperpark (Leyhoeve),1165,huisvuil - loc1600,53.2044,6.5879,POINT (235226.869 580415.272)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dae,loc1600,1600,Helperpark (Leyhoeve),1166,huisvuil - loc1600,53.2044,6.5879,POINT (235226.869 580415.272)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dad,loc1600,1600,Helperpark (Leyhoeve),1167,huisvuil - loc1600,53.2044,6.5879,POINT (235226.869 580415.272)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dac,loc1646,1646,Abel Tasmanplein,460,huisvuil - loc1646,53.2137,6.5516,POINT (232786.763 581413.742)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1dab,loc1646,1646,Abel Tasmanplein,461,huisvuil - loc1646,53.2137,6.5516,POINT (232786.763 581413.742)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1daa,loc1647,1647,Witte de Withstraat,462,huisvuil - loc1647,53.2133,6.5543,POINT (232965.765 581376.567)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1da9,Loc1648,1648,Van Heemskerckstraat,463,huisvuil - Loc1648,53.213,6.549,POINT (232609.684 581331.855)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1da8,Loc1648,1648,Van Heemskerckstraat,464,huisvuil - Loc1648,53.213,6.549,POINT (232609.684 581331.855)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1da7,Loc1649,1649,Paterswoldseweg t.o. Eelderstraat,465,huisvuil - Loc1649,53.2128,6.5557,POINT (233062.264 581318.024)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1da6,Loc1649,1649,Paterswoldseweg t.o. Eelderstraat,466,huisvuil - Loc1649,53.2128,6.5557,POINT (233062.264 581318.024)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1da5,Loc1650,1650,Marwixstraat,467,huisvuil - Loc1650,53.2127,6.5576,POINT (233188.752 581305.607)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1da4,Loc1650,1650,Marwixstraat,468,huisvuil - Loc1650,53.2127,6.5576,POINT (233188.752 581305.607)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1da3,Loc1651,1651,Van Speykstraat,469,huisvuil - Loc1651,53.2124,6.5532,POINT (232897.284 581273.054)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1da2,Loc1651,1651,Van Speykstraat,470,huisvuil - Loc1651,53.2124,6.5532,POINT (232897.284 581273.054)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1da1,Loc1652,1652,Van Brakelplein Noord,471,huisvuil - Loc1652,53.2126,6.5502,POINT (232693.271 581286.453)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1da0,Loc1653,1653,Van Brakelplein Zuid,472,huisvuil - Loc1653,53.2119,6.5509,POINT (232739.215 581213.731)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1d9f,Loc1653,1653,Van Brakelplein Zuid,473,huisvuil - Loc1653,53.2119,6.5509,POINT (232739.215 581213.731)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1d9e,loc1654,1654,Admiraal de Ruyterlaan,474,huisvuil - loc1654,53.2116,6.5485,POINT (232582.751 581178.927)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1d9d,Loc1655,1655,Peizerweg Oost,475,huisvuil - Loc1655,53.2119,6.5545,POINT (232981.019 581218.755)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1d9c,Loc1656,1656,Kleine Badstraat,476,huisvuil - Loc1656,53.2117,6.5582,POINT (233227.211 581200.488)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1d9b,Loc1656,1656,Kleine Badstraat,477,huisvuil - Loc1656,53.2117,6.5582,POINT (233227.211 581200.488)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1d9a,Loc1657,1657,Peizerweg Midden,478,huisvuil - Loc1657,53.2115,6.5528,POINT (232869.477 581174.652)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1d99,loc1658,1658,Paterswoldsewg,479,huisvuil - loc1658,53.2113,6.5563,POINT (233105.723 581151.765)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1d98,loc1659,1659,Peizerweg West,480,huisvuil - loc1659,53.2109,6.5503,POINT (232701.528 581106.266)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1d97,Loc1660,1660,Peizerweg Midden,481,huisvuil - Loc1660,53.2112,6.5518,POINT (232803.919 581137.973)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1d96,Loc1661,1661,Toxopeusstraat,1323,huisvuil - Loc1661,53.2127,6.5448,POINT (232330.997 581293.977)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1d95,Loc1661,1661,Toxopeusstraat,1324,huisvuil - Loc1661,53.2127,6.5448,POINT (232330.997 581293.977)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1d94,loc1680,1680,Oosterkade 9,1327,huisvuil - loc1680,53.2168,6.5778,POINT (234530.574 581783.961)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1d93,Loc1681,1681,Nieuwstad,427,huisvuil - Loc1681,53.2153,6.5667,POINT (233789.078 581613.705)
